date, pm25, pm10, o3, no2, so2, co
2021/5/2, 71, 43, 38, 1, 4, 
2021/5/3, 50, 18, 38, 1, 1, 
2021/5/4, 30, 26, 41, 2, 3, 
2021/5/5, 50, 46, 35, 3, 3, 
2021/5/6, 75, 22, 37, 3, 3, 
2021/5/7, 45, 38, 40, 4, 7, 
2021/5/8, 71, 25, 41, 2, 4, 
2021/5/9, 45, 33, 45, 3, 4, 
2021/5/10, 63, 53, 23, 6, 6, 
2021/5/11, 88, , , , , 
2021/5/24, 39, 23, 32, 1, 4, 
2021/5/25, 38, 8, 36, 1, 4, 
2021/5/26, 19, 10, 33, 2, 4, 
2021/5/27, 25, 14, 37, 5, 5, 
2021/5/28, 30, 34, 33, 4, 5, 
2021/5/29, 51, 18, 28, 5, 6, 
2021/5/30, 38, 7, 26, 3, 6, 
2021/5/31, 35, 12, 30, 2, 3, 
2021/6/1, 26, 24, 27, 5, 7, 
2021/4/2, 48, 27, 34, 5, 12, 
2021/4/3, 70, 44, 31, 5, 11, 
2021/4/4, 80, 52, 30, 6, 14, 
2021/4/5, 100, 52, 31, 5, 12, 
2021/4/6, 85, 57, 31, 5, 10, 
2021/4/7, 88, 64, 35, 8, 13, 
2021/4/8, 100, 77, 32, 6, 7, 
2021/4/9, 109, 98, 36, 6, 6, 
2021/4/10, 149, 59, 41, 3, 5, 
2021/4/11, 77, 16, 38, , 1, 
2021/4/12, 42, 16, 38, 3, 7, 
2021/4/13, 49, 42, 38, 6, 10, 
2021/4/14, 84, 41, 35, 3, 7, 
2021/4/15, 80, 11, 38, 1, 3, 
2021/4/16, 34, 22, 39, 4, 5, 
2021/4/17, 48, 45, 39, 4, 6, 
2021/4/18, 78, 54, 38, 5, 7, 
2021/4/19, 87, 54, 39, 4, 5, 
2021/4/20, 77, 68, 38, 3, 3, 
2021/4/21, 88, 63, 36, 3, 5, 
2021/4/22, 81, 47, 35, 2, 5, 
2021/4/23, 62, 44, 29, 3, 8, 
2021/4/24, 63, 77, 37, 2, 6, 
2021/4/25, 79, 21, 38, 2, 4, 
2021/4/26, 56, 6, 38, , 1, 
2021/4/27, 30, 9, 40, 1, 3, 
2021/4/28, 38, 16, 44, 2, 3, 
2021/4/29, 58, 14, 39, 2, 5, 
2021/4/30, 49, 24, 41, 3, 3, 
2021/5/1, 47, 46, 38, 4, 7, 
2021/3/2, 102, 72, 21, 9, 27, 
2021/3/3, 153, 55, 24, 8, 24, 
2021/3/4, 122, 25, 32, 6, 14, 
2021/3/5, 91, 38, 26, 6, 18, 
2021/3/6, 120, 45, 31, 5, 14, 
2021/3/7, 102, 55, 25, 8, 21, 
2021/3/8, 140, 58, 23, 9, 22, 
2021/3/9, 148, 56, 24, 7, 19, 
2021/3/10, 128, 48, 10, 10, 24, 
2021/3/11, 134, , 27, 11, 16, 
2021/3/26, 116, 52, 35, 3, 7, 
2021/3/27, 76, 90, 39, 1, 5, 
2021/3/28, 131, 36, 39, 4, 9, 
2021/3/29, 73, 81, 28, 7, 14, 
2021/3/30, 127, 67, 37, 5, 11, 
2021/3/31, 97, 69, 31, 5, 9, 
2021/4/1, 97, 25, 33, 2, 5, 
2021/2/2, 120, 69, 13, 12, 53, 
2021/2/3, 193, 54, 24, 10, 40, 
2021/2/4, 167, 67, 21, 15, 48, 
2021/2/5, 186, 35, 30, 8, 26, 
2021/2/6, 120, 21, 27, 5, 18, 
2021/2/7, 84, 56, 20, 11, 41, 
2021/2/8, 170, 64, 16, 14, 45, 
2021/2/9, 184, 60, 11, 15, 39, 
2021/2/10, 178, 46, 17, 12, 31, 
2021/2/11, 148, 34, 31, 5, 20, 
2021/2/12, 107, 43, 33, 7, 30, 
2021/2/13, 139, 40, 25, 7, 34, 
2021/2/14, 147, 50, 27, 10, 41, 
2021/2/15, 160, 50, 31, 8, 34, 
2021/2/16, 130, 30, 31, 5, 26, 
2021/2/17, 113, 62, 17, 14, 48, 
2021/2/18, 181, 53, 22, 12, 40, 
2021/2/19, 166, 36, 29, 7, 26, 
2021/2/20, 110, 45, 21, 9, 33, 
2021/2/21, 144, 22, 33, 2, 18, 
2021/2/22, 68, 48, 26, 8, 27, 
2021/2/23, 140, 51, 23, 7, 25, 
2021/2/24, 131, 51, 24, 9, 27, 
2021/2/25, 140, 56, 22, 9, 22, 
2021/2/26, 140, 79, 32, , 2, 
2021/2/27, 63, , , , , 
2021/3/1, 135, 63, 32, 6, 14, 
2021/1/5, 182, 55, 23, 6, 28, 
2021/1/6, 132, 52, 19, 5, 29, 
2021/1/7, 136, 50, 20, 5, 31, 
2021/1/8, 157, 33, 24, 5, 24, 
2021/1/9, 125, 36, 25, 6, 33, 
2021/1/10, 139, 66, 13, 13, 54, 
2021/1/11, 190, 77, 11, 17, 61, 
2021/1/12, 213, 62, 21, 13, 51, 
2021/1/13, 185, 54, 15, 11, 40, 
2021/1/14, 177, 51, 19, 10, 36, 
2021/1/15, 171, 55, 18, 9, 42, 
2021/1/16, 168, 67, 17, 12, 50, 
2021/1/17, 190, 59, 21, 10, 45, 
2021/1/18, 178, 69, 11, 18, 59, 
2021/1/19, 194, 64, 12, 15, 48, 
2021/1/20, 188, 81, 10, 24, 66, 
2021/1/21, 226, 81, 10, 23, 62, 
2021/1/22, 223, 63, 12, 16, 49, 
2021/1/23, 186, 54, 13, 13, 39, 
2021/1/24, 172, 55, 13, 12, 41, 
2021/1/25, 177, 29, 23, 5, 23, 
2021/1/26, 116, 51, 19, 8, 40, 
2021/1/27, 165, 51, 22, 9, 41, 
2021/1/28, 161, 78, 10, 16, 62, 
2021/1/29, 209, 50, 23, 9, 36, 
2021/1/30, 146, 62, 19, 14, 52, 
2021/1/31, 184, 29, 24, 5, 25, 
2021/2/1, 94, 33, 23, 5, 26, 
2020/10/2, 55, 36, 23, 5, 6, 
2020/10/3, 105, , 24, 2, 6, 
2020/10/9, 74, 40, 27, 3, 5, 
2020/10/10, 73, 57, 22, 3, 4, 
2020/10/11, 81, 76, 21, 6, 12, 
2020/10/12, 139, 62, 24, 2, 7, 
2020/10/13, 86, 96, 19, 7, 12, 
2020/10/14, 148, 82, 25, 7, 10, 
2020/10/15, 143, 85, 23, 5, 7, 
2020/10/16, 130, 102, 21, 7, 14, 
2020/10/17, 144, 94, 22, 9, 18, 
2020/10/18, 164, 93, 22, 9, 13, 
2020/10/19, 164, 149, 16, 10, 11, 
2020/10/20, 179, 101, 23, 4, 7, 
2020/10/21, 142, 80, 24, 6, 13, 
2020/10/22, 135, 95, 20, 10, 17, 
2020/10/23, 168, 97, 19, 9, 9, 
2020/10/24, 166, 103, 11, 10, 11, 
2020/10/25, 170, 83, 23, 5, 7, 
2020/10/26, 133, 84, 24, 4, 9, 
2020/10/27, 103, 71, 26, 3, 9, 
2020/10/28, 96, 128, 19, 8, 12, 
2020/10/29, 176, 137, 16, 8, 12, 
2020/10/30, 163, 95, 18, 7, 11, 
2020/10/31, 162, 29, 22, 4, 7, 
2020/11/1, 82, 67, 16, 6, 12, 
2020/11/2, 133, 83, 15, 6, 14, 
2020/11/3, 138, 91, 10, 9, 17, 
2020/11/4, 164, 92, 13, 9, 21, 
2020/11/5, 170, 61, 20, 6, 13, 
2020/11/6, 118, 79, 25, 2, 8, 
2020/11/7, 107, 51, 25, 4, 18, 
2020/11/8, 91, 76, 14, 10, 27, 
2020/11/9, 157, 80, 18, 10, 20, 
2020/11/10, 161, 73, 16, 9, 18, 
2020/11/11, 139, 80, 25, 8, 18, 
2020/11/12, 151, 58, 22, 6, 13, 
2020/11/13, 108, 71, 22, 6, 15, 
2020/11/14, 124, 60, 18, 5, 15, 
2020/11/15, 109, 63, 14, 7, 20, 
2020/11/16, 123, 54, 21, 4, 11, 
2020/11/17, 94, 62, 18, 5, 16, 
2020/11/18, 113, 39, 26, 4, 13, 
2020/11/19, 110, 53, 30, 2, 3, 
2020/11/20, 85, 28, 20, 4, 17, 
2020/11/21, 97, 34, 17, 5, 21, 
2020/11/22, 125, 61, 15, 10, 44, 
2020/11/23, 175, 51, 16, 8, 31, 
2020/11/24, 160, 58, 13, 9, 35, 
2020/11/25, 167, 36, 18, 8, 26, 
2020/11/26, 126, 31, 20, 6, 22, 
2020/11/27, 118, 55, 11, 10, 37, 
2020/11/28, 166, 53, 12, 10, 39, 
2020/11/29, 172, 41, 18, 8, 32, 
2020/11/30, 150, 59, 12, 11, 48, 
2020/12/1, 182, 56, 16, 10, 43, 
2020/12/2, 176, 69, 14, 13, 55, 
2020/12/3, 200, 44, 20, 8, 32, 
2020/12/4, 154, 72, 11, 14, 55, 
2020/12/5, 197, , , , , 
2020/12/10, 199, 37, 22, 7, 28, 
2020/12/11, 131, 66, 10, 13, 48, 
2020/12/12, 192, 51, 15, 9, 36, 
2020/12/13, 164, 63, 13, 10, 51, 
2020/12/14, 182, 78, 8, 13, 62, 
2020/12/15, 207, 77, 6, 14, 58, 
2020/12/16, 202, 74, 8, 17, 58, 
2020/12/17, 202, 63, 13, 14, 52, 
2020/12/18, 190, 68, 7, 14, 53, 
2020/12/19, 196, 76, 7, 16, 58, 
2020/12/20, 209, 66, 8, 14, 50, 
2020/12/21, 187, 67, 8, 16, 54, 
2020/12/22, 191, 53, 19, 13, 44, 
2020/12/23, 167, 38, 21, 7, 32, 
2020/12/24, 132, 80, 7, 17, 70, 
2020/12/25, 218, 73, 5, 15, 55, 
2020/12/26, 203, 65, 13, 14, 54, 
2020/12/27, 192, 43, 19, 8, 36, 
2020/12/28, 136, 22, 21, 3, 28, 
2020/12/29, 78, 41, 21, 4, 25, 
2020/12/30, 131, 40, 19, 7, 35, 
2020/12/31, 135, 69, 9, 12, 50, 
2021/1/1, 190, 58, 17, 9, 41, 
2021/1/2, 174, 45, 18, 6, 36, 
2021/1/3, 147, 62, 17, 8, 43, 
2021/1/4, 179, 62, 16, 9, 48, 
2020/7/2, 59, 21, 38, 3, 1, 
2020/7/3, 47, 26, 38, 5, 1, 
2020/7/4, 53, 42, 42, 4, 2, 
2020/7/5, 64, 44, 43, 5, 2, 
2020/7/6, 73, 55, 43, 6, 3, 
2020/7/7, 103, 51, 48, 3, 35, 
2020/7/8, 83, 42, 36, 5, 68, 
2020/7/9, 62, , , , , 
2020/7/17, 32, 26, 33, 1, 4, 
2020/7/18, 38, 48, 32, 4, 2, 
2020/7/19, 76, 43, 31, 3, 2, 
2020/7/20, 69, 51, 34, 4, 4, 
2020/7/21, 80, 51, 44, 4, 1, 
2020/7/22, 74, 67, 39, 2, , 
2020/7/23, 75, , , , , 
2020/8/12, 74, 36, 31, 2, 2, 1
2020/8/13, 61, 18, 33, 2, , 
2020/8/14, 49, 51, 28, 6, 1, 
2020/8/15, 79, 49, 36, 5, 1, 
2020/8/16, 74, 27, 31, 5, , 
2020/8/17, 77, 16, 29, 3, , 
2020/8/18, 51, 35, 33, 4, 1, 
2020/8/19, 55, 33, 35, 3, , 
2020/8/20, 45, 22, 39, 1, , 
2020/8/21, 28, 35, 36, 2, 1, 
2020/8/22, 37, 27, 27, 4, 1, 
2020/8/23, 43, , , , , 
2020/8/26, 44, 17, 25, 4, , 
2020/8/27, 47, 10, 34, 3, , 
2020/8/28, 40, 7, 40, 1, 2, 
2020/8/29, 27, , , , , 
2020/8/31, 44, 13, 40, 1, 1, 
2020/9/1, 55, 15, 28, 2, 1, 
2020/9/2, 58, 37, 23, 5, 2, 
2020/9/3, 75, 40, 28, 4, 1, 
2020/9/4, 62, 46, 29, 6, 1, 
2020/9/5, 74, 45, 28, 5, 3, 
2020/9/6, 71, 31, 30, 4, 1, 
2020/9/7, 56, 43, 25, 5, 2, 
2020/9/8, 77, 52, 29, 3, 2, 
2020/9/9, 64, 57, 35, 3, 1, 
2020/9/10, 65, 41, 36, 2, 1, 
2020/9/11, 49, 46, 37, , , 
2020/9/12, 53, 26, 35, 2, , 
2020/9/13, 50, 9, 27, 2, 1, 
2020/9/14, 35, 12, 22, 2, 1, 
2020/9/15, 39, 8, 19, 1, 1, 
2020/9/16, 33, 17, 21, 2, 2, 
2020/9/17, 40, 40, 24, 5, 3, 
2020/9/18, 79, 48, 28, 7, 2, 
2020/9/19, 86, 58, 25, 7, 4, 
2020/9/20, 90, 57, 26, 3, 3, 
2020/9/21, 77, 52, 25, 6, 4, 
2020/9/22, 92, 64, 26, 6, 5, 
2020/9/23, 101, 64, 27, 7, 4, 
2020/9/24, 98, 76, 26, 7, 3, 
2020/9/25, 98, 86, 36, 5, 3, 
2020/9/26, 118, 42, 25, 3, 3, 
2020/9/27, 65, 66, 20, 6, 4, 
2020/9/28, 98, 64, 22, 6, 4, 
2020/9/29, 92, 63, 25, 4, 3, 
2020/9/30, 91, 28, 19, 3, 2, 
2020/10/1, 61, 13, 23, 3, 3, 
2020/4/2, 139, 95, , 5, 2, 
2020/4/3, 146, 103, , 5, 2, 
2020/4/4, 142, 106, , 4, 1, 
2020/4/5, 141, 84, , 4, 1, 
2020/4/6, 123, 106, , 3, 2, 
2020/4/7, 147, 81, 2, 2, 2, 
2020/4/8, 89, 70, , 3, 2, 
2020/4/9, 98, 77, , 3, 2, 
2020/4/10, 107, 90, , 4, 1, 
2020/4/11, 139, 77, , 2, , 
2020/4/12, 109, 95, , 1, , 
2020/4/13, 122, 88, , 3, 1, 
2020/4/14, 133, 77, , 1, 1, 
2020/4/15, 97, 44, , 2, 1, 
2020/4/16, 78, 72, , 3, 1, 
2020/4/17, 137, 85, , 4, , 
2020/4/18, 130, 59, , 2, , 
2020/4/19, 81, 47, , 1, , 
2020/4/20, 65, 60, , 1, , 
2020/4/21, 71, 65, , 1, 2, 
2020/4/22, 83, 69, , 2, 2, 
2020/4/23, 112, 86, , 3, 4, 
2020/4/24, 142, 88, , 1, , 
2020/4/25, 117, , , , , 
2020/4/28, 122, 100, 3, 2, , 
2020/4/29, 141, 89, , 5, 2, 
2020/4/30, 152, 105, , , 1, 
2020/5/1, 158, 75, , , 1, 
2020/5/2, 107, 46, , , 1, 
2020/5/3, 64, 70, , , 1, 
2020/5/4, 89, 77, , , 2, 
2020/5/5, 113, 81, , , 1, 
2020/5/6, 98, 86, , , 1, 
2020/5/7, 98, 51, , , 2, 
2020/5/8, 61, 82, , , 3, 
2020/5/9, 99, 32, , , , 
2020/5/10, 43, 42, , , 2, 
2020/5/11, 67, 128, , , 2, 
2020/5/12, 103, 60, , , 1, 
2020/5/13, 84, 73, , , 1, 
2020/5/14, 88, 112, , , 2, 
2020/5/15, 107, 76, , , 1, 
2020/5/16, 77, 36, , , 1, 
2020/5/17, 49, 50, , , , 
2020/5/18, 60, 73, , , 1, 
2020/5/19, 89, 67, , , 2, 
2020/5/20, 85, 59, , , 1, 
2020/5/21, 89, 21, , , , 
2020/5/22, 50, 35, , , , 
2020/5/23, 48, 51, , , 1, 
2020/5/24, 61, 71, , , , 
2020/5/25, 87, 60, , , , 
2020/5/26, 83, 83, , , 1, 
2020/5/27, 114, 96, , , 1, 
2020/5/28, 109, 74, , , 2, 
2020/5/29, 77, 9, , , , 
2020/5/30, 31, 18, , , , 
2020/5/31, 51, 31, , , , 
2020/6/1, 55, 65, , , , 
2020/6/2, 70, 58, 22, 1, 1, 
2020/6/3, 54, 71, 22, 4, 1, 
2020/6/4, 84, 69, 25, 4, , 
2020/6/5, 85, 55, 24, 3, , 
2020/6/6, 60, 65, 25, 2, , 
2020/6/7, 67, 57, 28, 2, 1, 
2020/6/8, 58, 42, 30, 2, 1, 
2020/6/9, 49, 47, 35, 2, , 
2020/6/10, 57, 64, 28, 2, , 
2020/6/11, 63, 53, 29, 2, , 
2020/6/12, 55, 50, 31, 1, , 
2020/6/13, 59, 60, 37, 1, , 
2020/6/14, 73, 76, 44, 3, , 
2020/6/15, 90, 77, 28, 3, , 
2020/6/16, 86, 83, 30, 2, , 
2020/6/17, 85, 78, 28, 2, , 
2020/6/18, 95, 63, 23, 3, , 
2020/6/19, 85, , 32, 3, 2, 
2020/6/24, 47, 11, 27, 2, , 
2020/6/25, 44, 20, 18, 3, , 
2020/6/26, 61, 30, 20, 3, , 
2020/6/27, 56, 38, 23, 2, , 
2020/6/28, 51, 41, 17, 3, , 
2020/6/29, 57, 30, 27, 2, , 
2020/6/30, 58, 58, 12, 4, , 
2020/7/1, 97, 43, 20, 4, 1, 
2020/1/2, 222, 84, 6, 9, 13, 
2020/1/3, 223, 88, 6, 10, 12, 
2020/1/4, 234, 69, 7, 8, 8, 
2020/1/5, 191, 55, 10, 6, 7, 
2020/1/6, 166, 72, 7, 8, 9, 
2020/1/7, 205, 76, 7, 8, 9, 
2020/1/8, 211, 71, 7, 8, 9, 
2020/1/9, 201, 59, 10, 6, 8, 
2020/1/10, 175, 47, 11, 5, 4, 
2020/1/11, 159, 77, 7, 8, 10, 
2020/1/12, 208, 90, 7, 9, 16, 
2020/1/13, 250, 81, 7, 9, 11, 
2020/1/14, 216, 80, 7, 9, 13, 
2020/1/15, 217, 85, 7, 10, 16, 
2020/1/16, 225, 77, 7, 12, 12, 
2020/1/17, 206, 78, 8, 9, 12, 
2020/1/18, 208, 81, 9, 8, 14, 
2020/1/19, 223, 65, 10, 7, 9, 
2020/1/20, 184, 73, 7, 8, 11, 
2020/1/21, 203, 93, 7, 10, 17, 
2020/1/22, 254, 71, 9, 8, 12, 
2020/1/23, 193, 79, 6, 9, 11, 
2020/1/24, 205, 77, 7, 9, 11, 
2020/1/25, 202, 71, 8, 8, 8, 
2020/1/26, 188, 73, 8, 8, 8, 
2020/1/27, 195, 71, 8, 8, 8, 
2020/1/28, 188, 73, 7, 9, 10, 
2020/1/29, 189, 56, 10, 7, 6, 
2020/1/30, 169, 60, 7, 7, 6, 
2020/1/31, 175, 42, 12, 4, 4, 
2020/2/1, 142, 70, 9, 7, 9, 
2020/2/2, 190, 72, 10, 6, 10, 
2020/2/3, 193, 69, 11, 7, 9, 
2020/2/4, 180, 61, 11, 6, 8, 
2020/2/5, 174, 73, 9, 7, 8, 
2020/2/6, 186, 79, 8, 7, 10, 
2020/2/7, 197, 78, 6, 8, 9, 
2020/2/8, 199, 75, 6, 8, 8, 
2020/2/9, 194, 80, 5, 9, 10, 
2020/2/10, 201, 74, 4, 9, 7, 
2020/2/11, 187, 73, 1, 8, 7, 
2020/2/12, 186, 43, , 5, 3, 
2020/2/13, 126, 30, 7, 2, 3, 
2020/2/14, 84, 47, 11, 5, 5, 
2020/2/15, 157, 66, 7, 7, 7, 
2020/2/16, 187, 75, 6, 9, 11, 
2020/2/17, 199, 67, 5, 9, 8, 
2020/2/18, 184, 76, 4, 10, 8, 
2020/2/19, 202, 64, 1, 8, 7, 
2020/2/20, 165, 35, , 4, 4, 
2020/2/21, 112, 34, 1, 5, 4, 
2020/2/22, 123, 69, 2, 9, 8, 
2020/2/23, 192, 66, , 8, 8, 
2020/2/24, 179, 50, , 5, 5, 
2020/2/25, 157, 24, , 3, 2, 
2020/2/26, 95, 24, , 2, 1, 
2020/2/27, 68, 39, , 4, 3, 
2020/2/28, 143, 54, , 6, 5, 
2020/2/29, 166, 38, , 4, 5, 
2020/3/1, 130, 44, , 5, 4, 
2020/3/2, 148, 16, , 2, 2, 
2020/3/3, 59, 45, 2, 5, 5, 
2020/3/4, 142, 47, 8, 6, 5, 
2020/3/5, 144, 42, 4, 4, 3, 
2020/3/6, 122, 51, 5, 6, 5, 
2020/3/7, 153, 56, 3, 7, 5, 
2020/3/8, 158, 24, 3, 3, 2, 
2020/3/9, 91, 52, 9, 5, 4, 
2020/3/10, 158, 54, 8, 6, 5, 
2020/3/11, 161, 47, 9, 5, 3, 
2020/3/12, 118, 35, 11, 4, 3, 
2020/3/13, 127, 48, 8, 5, 5, 
2020/3/14, 144, 29, 11, 4, 3, 
2020/3/15, 98, 47, , 4, 3, 
2020/3/16, 123, 35, , 3, 2, 
2020/3/17, 81, 54, , 5, 1, 
2020/3/18, 130, 36, , 3, 1, 
2020/3/19, 63, 46, , 4, 2, 
2020/3/20, 110, 37, , 4, 1, 
2020/3/21, 102, 56, , 4, 1, 
2020/3/22, 123, 61, , 4, 1, 
2020/3/23, 123, 63, , 5, 2, 
2020/3/24, 129, 105, , 4, 1, 
2020/3/25, 138, 58, , 1, 1, 
2020/3/26, 69, 61, , 1, 1, 
2020/3/27, 85, 73, , 2, 2, 
2020/3/28, 118, 85, , 4, 1, 
2020/3/29, 143, 84, , 5, 2, 
2020/3/30, 154, , , , , 
2019/10/2, 120, 21, 7, 1, , 
2019/10/3, 80, 36, 10, 2, , 
2019/10/4, 72, 78, 43, 4, , 
2019/10/5, 141, 85, 28, 5, , 
2019/10/6, 147, 103, 17, 5, , 
2019/10/7, 158, 67, 16, 2, , 
2019/10/8, 83, 86, 16, 4, , 
2019/10/9, 149, 96, 16, 4, , 
2019/10/10, 135, 57, 15, 2, , 
2019/10/11, 79, 67, 24, 2, , 
2019/10/12, 101, 79, 29, 3, , 
2019/10/13, 119, 125, 62, 4, , 
2019/10/14, 154, 168, 46, 6, , 
2019/10/15, 181, 152, 35, 7, , 
2019/10/16, 188, 126, 25, 5, , 
2019/10/17, 160, 104, 7, 2, , 
2019/10/18, 133, 108, 10, 3, , 
2019/10/19, 158, 61, 8, 3, , 
2019/10/20, 107, 42, 24, 1, , 
2019/10/21, 85, 95, 15, 4, , 
2019/10/22, 156, 85, 12, 5, , 
2019/10/23, 173, , , , , 
2019/10/28, 99, 63, 7, 2, , 
2019/10/29, 125, 87, 7, 3, , 
2019/10/30, 163, 78, 7, 2, , 
2019/10/31, 109, 85, 6, 3, , 
2019/11/1, 138, 90, 6, 3, , 
2019/11/2, 160, , , , , 
2019/11/4, 120, 95, 8, 1, , 
2019/11/5, 118, 105, 7, 3, , 
2019/11/6, 158, 89, 7, 2, , 
2019/11/7, 124, 117, 6, 3, , 
2019/11/8, 182, 111, 6, 4, 1, 
2019/11/9, 181, 81, 7, 2, , 
2019/11/10, 133, 79, 8, 2, , 
2019/11/11, 114, 67, 6, 3, , 
2019/11/12, 158, 39, 9, 1, 1, 
2019/11/13, 76, 43, 7, 3, 2, 
2019/11/14, 128, 72, 7, 5, 4, 
2019/11/15, 186, 56, 7, 4, 2, 
2019/11/16, 157, 63, 10, 3, 2, 
2019/11/17, 141, 50, 11, 2, 2, 
2019/11/18, 93, 72, 7, 4, 5, 
2019/11/19, 193, 76, 6, 5, 6, 
2019/11/20, 196, 71, 7, 5, 4, 
2019/11/21, 181, 69, 6, 5, 4, 
2019/11/22, 176, 83, 6, 6, 6, 
2019/11/23, 198, , , , , 
2019/11/28, 188, 79, 7, 5, 5, 
2019/11/29, 187, 59, 8, 4, 3, 
2019/11/30, 153, 55, 7, 3, 5, 
2019/12/1, 164, 52, 8, 4, 5, 
2019/12/2, 162, 39, 9, 3, 4, 
2019/12/3, 135, 37, 8, 3, 4, 
2019/12/4, 130, , , , , 
2019/12/9, 238, 80, 7, 8, 9, 
2019/12/10, 205, 38, 12, 4, 4, 
2019/12/11, 127, 72, 9, 8, 9, 
2019/12/12, 199, 82, 7, 9, 10, 
2019/12/13, 208, 69, 8, 8, 8, 
2019/12/14, 193, 66, 10, 7, 6, 
2019/12/15, 171, 81, 7, 8, 8, 
2019/12/16, 202, 41, 12, 4, 5, 
2019/12/17, 124, 71, 9, 7, 7, 
2019/12/18, 196, 87, 8, 11, 13, 
2019/12/19, 255, 93, 6, 8, 13, 
2019/12/20, 246, 87, 6, 8, 12, 
2019/12/21, 226, 79, 7, 8, 10, 
2019/12/22, 205, 86, 7, 7, 12, 
2019/12/23, 223, 85, 6, , 12, 
2019/12/24, 220, , , , , 
2019/12/30, 165, , , , , 
2019/7/2, 63, 27, 18, 3, , 
2019/7/3, 50, 40, 32, 3, , 
2019/7/4, 50, 44, 27, 3, , 
2019/7/5, 62, 49, 11, 3, , 
2019/7/6, 94, 64, 19, 4, 1, 
2019/7/7, 99, 59, 14, 3, 1, 
2019/7/8, 92, 57, 13, 4, 1, 
2019/7/9, 89, 82, 23, 4, 1, 
2019/7/10, 103, 89, 18, 4, 1, 
2019/7/11, 111, 40, 25, 3, 1, 
2019/7/12, 51, 38, 21, 3, 2, 
2019/7/13, 61, 48, 22, 3, 1, 
2019/7/14, 73, 54, 25, 3, 1, 
2019/7/15, 73, 34, 32, 2, , 
2019/7/16, 56, 38, 21, 4, 1, 
2019/7/17, 67, 26, 25, 2, 1, 
2019/7/18, 47, 39, 25, 3, , 
2019/7/19, 57, 16, 14, 3, , 
2019/7/20, 58, 34, 16, 4, , 
2019/7/21, 67, 48, 25, 3, 1, 
2019/7/22, 66, 15, 17, 2, , 
2019/7/23, 47, 5, 12, 1, , 
2019/7/24, 29, 8, 7, 2, , 
2019/7/25, 24, 14, 10, 2, , 
2019/7/26, 37, 29, 11, 2, , 
2019/7/27, 46, 30, 12, 2, , 
2019/7/28, 46, 7, 10, 2, , 
2019/7/29, 21, 3, 9, 2, , 
2019/7/30, 16, 37, 9, 2, , 
2019/7/31, 127, 73, 8, 3, , 
2019/8/1, 194, 69, 7, 4, , 
2019/8/2, 157, 75, 7, 4, , 
2019/8/3, 146, 71, 7, 4, , 
2019/8/4, 101, 71, 7, 4, , 
2019/8/5, 113, 30, 9, 5, , 
2019/8/6, 88, 13, 8, 3, , 
2019/8/7, 52, 27, 8, 3, , 
2019/8/8, 80, 39, 8, 4, 1, 
2019/8/9, 113, 17, 10, 3, , 
2019/8/10, 71, 29, 7, 3, , 
2019/8/11, 83, 39, 8, 2, , 
2019/8/12, 81, 10, 9, 2, , 
2019/8/13, 35, 26, 9, 4, , 
2019/8/14, 76, 36, 7, 4, , 
2019/8/15, 108, 27, 8, 1, , 
2019/8/16, 47, 47, 8, 2, , 
2019/8/17, 89, 76, 7, 3, , 
2019/8/18, 114, 49, 9, 3, , 
2019/8/19, 83, 19, 8, 2, , 
2019/8/20, 68, 32, 10, 2, , 
2019/8/21, 87, 60, 8, 3, , 
2019/8/22, 109, 57, 7, 4, , 
2019/8/23, 97, 39, 9, 2, , 
2019/8/24, 77, 29, 9, 3, , 
2019/8/25, 57, 66, 7, 3, , 
2019/8/26, 92, 45, 8, 2, , 
2019/8/27, 75, 37, 10, 2, , 
2019/8/28, 64, 52, 8, 3, , 
2019/8/29, 85, 63, 7, 3, 1, 
2019/8/30, 104, 125, , 5, 1, 
2019/8/31, 177, , , , , 
2019/9/10, 78, 59, 9, 3, , 
2019/9/11, 90, 67, 11, 2, , 
2019/9/12, 78, 25, 12, 2, , 
2019/9/13, 49, 44, 11, 3, , 
2019/9/14, 84, 65, 11, 3, , 
2019/9/15, 101, 50, 13, 2, , 
2019/9/16, 67, 57, 12, 4, , 
2019/9/17, 136, , , , , 
2019/9/19, 141, 93, 10, 3, , 
2019/9/20, 134, 117, 6, 3, , 
2019/9/21, 135, 105, 6, 2, , 
2019/9/22, 142, 150, 5, 2, , 
2019/9/23, 183, , , , , 
2019/9/25, 151, 148, 5, 3, , 
2019/9/26, 166, 131, 6, 3, , 
2019/9/27, 165, 92, 7, 2, , 
2019/9/28, 141, 95, 7, 2, , 
2019/9/29, 100, 102, 8, 2, , 
2019/9/30, 102, 74, 7, 2, , 
2019/10/1, 121, 81, 7, 2, , 
2019/4/2, 158, 100, 27, 6, 3, 
2019/4/3, 161, 105, 17, 6, 3, 
2019/4/4, 179, 67, 31, 3, 3, 
2019/4/5, 92, 87, 31, 3, 2, 
2019/4/6, 131, 64, 32, 3, 2, 
2019/4/7, 154, 50, 36, 4, 1, 
2019/4/8, 143, 50, 28, 4, 3, 
2019/4/9, 115, 59, 27, 4, 4, 
2019/4/10, 119, 82, 33, 4, 2, 
2019/4/11, 150, 90, 28, 5, 1, 
2019/4/12, 145, 83, 31, 4, 2, 
2019/4/13, 123, 84, 34, 3, 1, 
2019/4/14, 133, 99, 27, 4, 1, 
