date, pm25, pm10, o3, no2, so2, co
2017/6/26, 73, 75, 51, 12, 3, 1
2017/6/27, 69, 78, 50, 9, 2, 1
2017/6/28, 80, 71, 57, 10, 5, 2
2017/6/29, 114, 53, 48, 11, 4, 1
2017/6/30, 84, 59, 50, 15, 6, 2
2017/7/1, 84, 17, 27, 4, 1, 
2017/1/3, 231, 230, 7, 36, 64, 53
2017/1/4, 340, 73, 18, 20, 42, 16
2017/1/5, 166, 77, 20, 21, 37, 16
2017/1/6, 169, 112, 11, 27, 47, 24
2017/1/7, 219, 89, 16, 27, 40, 20
2017/1/8, 185, 84, 13, 26, 37, 18
2017/1/9, 181, 83, 15, 26, 38, 18
2017/1/10, 177, 138, 5, 36, 50, 33
2017/1/11, 259, 148, 6, 32, 52, 33
2017/1/12, 270, 117, 10, 28, 52, 24
2017/1/13, 228, 66, 23, 13, 33, 9
2017/1/14, 157, 39, 28, 7, 18, 4
2017/1/15, 92, 80, 24, 17, 30, 14
2017/1/16, 167, 99, 14, 25, 42, 20
2017/1/17, 202, 134, 7, 31, 49, 26
2017/1/18, 247, 120, 7, 30, 51, 24
2017/1/19, 230, 132, 6, 32, 51, 26
2017/1/20, 254, 105, 15, 29, 49, 22
2017/1/21, 212, 114, 9, 37, 49, 25
2017/1/22, 224, 85, 19, 24, 43, 16
2017/1/23, 186, 67, 21, 20, 36, 11
2017/1/24, 162, 62, 23, 17, 35, 9
2017/1/25, 145, 77, , 22, 32, 18
2017/1/26, 153, 98, 7, 29, 34, 18
2017/1/27, 182, 108, 8, 32, 48, 21
2017/1/28, 197, 51, 27, 9, 16, 6
2017/1/29, 100, 81, 25, 15, 30, 12
2017/1/30, 169, 94, 21, 24, 40, 16
2017/1/31, 188, 140, 12, 36, 55, 25
2017/2/1, 252, 96, 22, 28, 48, 16
2017/2/2, 192, 76, 27, 21, 35, 12
2017/2/3, 166, 104, 22, 30, 42, 17
2017/2/4, 190, 118, 22, 30, 42, 21
2017/2/5, 211, 84, 33, 17, 32, 12
2017/2/6, 155, 61, 32, 20, 26, 9
2017/2/7, 131, 74, 32, 18, 20, 11
2017/2/8, 137, 128, 22, 29, 36, 17
2017/2/9, 203, 109, 22, 29, 43, 13
2017/2/10, 204, 86, 31, 22, 35, 9
2017/2/11, 171, 87, 30, 24, 35, 7
2017/2/12, 161, 103, 25, 26, 38, 14
2017/2/13, 195, 66, 34, 10, 25, 
2017/2/14, 114, 99, 24, 24, 37, 
2017/2/15, 179, 73, 37, 11, 18, 
2017/2/16, 115, 126, 28, 28, 30, 13
2017/2/17, 177, 110, 26, 24, 33, 8
2017/2/18, 174, 84, 29, 21, 30, 7
2017/2/19, 149, 64, 38, 12, 16, 
2017/2/20, 106, 65, 34, 9, 17, 4
2017/2/21, 125, 96, 27, 24, 31, 
2017/2/22, 159, 109, 23, 32, 35, 15
2017/2/23, 165, 99, 29, 22, 31, 7
2017/2/24, 154, 148, 21, 36, 43, 
2017/2/25, 211, 153, 22, 34, 41, 
2017/2/26, 225, 101, 30, 23, 29, 
2017/2/27, 167, 103, 27, 24, 28, 
2017/2/28, 160, 100, 41, 16, 17, 
2017/3/1, 132, 101, 24, 28, 36, 
2017/3/2, 164, 78, 24, 24, 31, 
2017/3/3, 152, 54, 32, 15, 21, 
2017/3/4, 108, 53, 40, 9, 13, 
2017/3/5, 93, 61, 35, 16, 20, 
2017/3/6, 104, 39, 37, 7, 10, 2
2017/3/7, 77, 72, 32, 15, 16, 
2017/3/8, 127, 91, 26, 27, 33, 
2017/3/9, 156, 80, 33, 20, 25, 
2017/3/10, 130, 84, 40, 12, 15, 
2017/3/11, 122, 70, 41, 12, 13, 
2017/3/12, 100, 96, 33, 19, 26, 
2017/3/13, 139, 82, 35, 16, 21, 
2017/3/14, 116, 105, 30, 20, 28, 
2017/3/15, 128, 67, 38, 10, 14, 
2017/3/16, 94, 98, 36, 16, 19, 
2017/3/17, 108, 92, 44, 13, 13, 
2017/3/18, 113, 47, 38, 13, 13, 
2017/3/19, 105, 75, 37, 18, 19, 
2017/3/20, 125, 77, 36, 10, 7, 7
2017/3/21, 97, 101, 38, 18, 6, 13
2017/3/22, 135, 88, 36, 12, 4, 6
2017/3/23, 101, 58, 39, 10, 3, 5
2017/3/24, 79, 91, 45, 8, 1, 5
2017/3/25, 97, 141, 43, 19, 3, 13
2017/3/26, 152, 99, 37, 13, 3, 6
2017/3/27, 105, 81, 45, 7, 2, 4
2017/3/28, 90, 113, 37, 20, 6, 10
2017/3/29, 135, 113, 44, 10, 2, 6
2017/3/30, 105, 148, 35, 21, 5, 10
2017/3/31, 134, 168, 33, 17, 5, 8
2017/4/1, 135, 125, 43, 14, 3, 9
2016/10/2, 71, 73, 19, 10, 13, 5
2016/10/3, 88, 78, 15, 12, 16, 6
2016/10/4, 108, 96, 10, 17, 31, 7
2016/10/5, 128, 44, 13, 15, 12, 9
2016/10/6, 117, 65, 16, 12, 15, 6
2016/10/7, 121, 76, 16, 14, 24, 7
2016/10/8, 121, 80, 16, 13, 22, 8
2016/10/9, 127, 78, 19, 13, 28, 6
2016/10/10, 118, 89, 25, 11, 19, 7
2016/10/11, 111, 97, 18, 12, 20, 9
2016/10/12, 149, 135, 18, 15, 26, 7
2016/10/13, 131, 122, 17, 16, 23, 5
2016/10/14, 112, 122, 21, 15, 13, 5
2016/10/15, 117, 171, 20, 9, 9, 4
2016/10/16, 116, 49, 17, 10, 11, 5
2016/10/17, 90, 67, 17, 11, 17, 5
2016/10/18, 93, 62, 17, 9, 10, 4
2016/10/19, 81, 50, 22, 8, 20, 3
2016/10/20, 72, 60, 23, 9, 10, 4
2016/10/21, 81, 83, 17, 17, 27, 8
2016/10/22, 123, 74, 18, 10, 15, 5
2016/10/23, 89, 118, 18, 13, 16, 8
2016/10/24, 125, 61, 17, 11, 12, 5
2016/10/25, 99, 62, 15, 16, 23, 7
2016/10/26, 106, 70, 18, 15, 20, 6
2016/10/27, 102, 116, 19, 17, 23, 8
2016/10/28, 130, 100, 17, 17, 27, 8
2016/10/29, 121, 76, 21, 8, 16, 5
2016/10/30, 104, 104, 21, 15, 26, 10
2016/10/31, 141, 120, 14, 15, 32, 9
2016/11/1, 143, 171, 10, 21, 37, 14
2016/11/2, 169, 259, 10, 29, 53, 24
2016/11/3, 204, 269, 10, 26, 42, 27
2016/11/4, 212, 133, 9, 22, 28, 15
2016/11/5, 159, 76, 19, 9, 11, 5
2016/11/6, 94, 46, 19, 10, 14, 6
2016/11/7, 96, 68, 22, 20, 33, 11
2016/11/8, 146, 50, 23, 9, 19, 6
2016/11/9, 113, 61, 21, 19, 26, 9
2016/11/10, 132, 64, 16, 21, 34, 10
2016/11/11, 136, 77, 15, 22, 40, 13
2016/11/12, 156, 44, 19, 8, 20, 5
2016/11/13, 105, 61, 19, 12, 25, 7
2016/11/14, 109, 70, 15, 17, 38, 12
2016/11/15, 157, 77, 17, 23, 42, 15
2016/11/16, 159, 44, 24, 9, 25, 5
2016/11/17, 102, 85, 13, 22, 37, 14
2016/11/18, 154, 62, 14, 15, 24, 8
2016/11/19, 135, 65, 17, 17, 27, 13
2016/11/20, 148, 127, 8, 32, 45, 22
2016/11/21, 227, 108, 10, 34, 51, 18
2016/11/22, 204, 126, 8, 37, 48, 26
2016/11/23, 243, 161, 6, 40, 55, 32
2016/11/24, 288, 104, 14, 27, 46, 18
2016/11/25, 212, 75, 13, 29, 49, 11
2016/11/26, 168, 120, 8, 36, 47, 25
2016/11/27, 219, 116, 13, 28, 48, 23
2016/11/28, 223, 88, 16, 23, 43, 16
2016/11/29, 182, 78, 20, 23, 36, 13
2016/11/30, 165, 134, 7, 38, 50, 40
2016/12/1, 264, 116, 11, 35, 48, 27
2016/12/2, 221, 96, 17, 22, 40, 18
2016/12/3, 198, 139, 13, 26, 49, 38
2016/12/4, 249, 103, 9, 26, 43, 20
2016/12/5, 196, 142, 9, 31, 51, 27
2016/12/6, 250, 180, 4, 39, 57, 43
2016/12/7, 294, 140, 13, 31, 51, 35
2016/12/8, 247, 84, 10, 22, 38, 16
2016/12/9, 177, 92, 12, 20, 43, 16
2016/12/10, 190, 58, 19, 12, 28, 8
2016/12/11, 131, 177, 6, 31, 52, 38
2016/12/12, 274, 95, 14, 19, 32, 16
2016/12/13, 188, 75, 17, 17, 32, 12
2016/12/14, 168, 125, 4, 32, 52, 27
2016/12/15, 230, 102, 9, 24, 44, 20
2016/12/16, 202, 108, 9, 24, 49, 21
2016/12/17, 207, 79, 13, 19, 39, 14
2016/12/18, 176, 75, 17, 17, 34, 14
2016/12/19, 173, 87, 18, 22, 40, 18
2016/12/20, 175, 132, 13, 31, 52, 35
2016/12/21, 250, 80, 11, 22, 36, 14
2016/12/22, 170, 55, 19, 12, 23, 8
2016/12/23, 140, 76, 16, 17, 30, 12
2016/12/24, 174, 80, 21, 20, 33, 13
2016/12/25, 169, 110, 12, 23, 39, 18
2016/12/26, 215, 93, 12, 17, 39, 14
2016/12/27, 189, 79, 11, 22, 39, 15
2016/12/28, 166, 98, 12, 24, 44, 19
2016/12/29, 197, 93, 13, 21, 46, 17
2016/12/30, 192, 77, 19, 16, 37, 14
2016/12/31, 173, 124, 9, 27, 52, 30
2017/1/1, 234, 72, 13, 23, 37, 12
2017/1/2, 162, 131, 14, 24, 42, 28
2016/7/2, 62, 73, 37, 9, 9, 3
2016/7/3, 61, 63, 38, 11, 11, 3
2016/7/4, 58, 88, 37, 8, 7, 2
2016/7/5, 68, 62, 36, 16, 7, 4
2016/7/6, 68, 64, 47, 14, 6, 4
2016/7/7, 72, 62, 39, 21, 10, 5
2016/7/8, 101, 67, 48, 22, 7, 6
2016/7/9, 103, 63, 43, 9, 5, 4
2016/7/10, 88, 21, 29, 7, 3, 3
2016/7/11, 52, 32, 34, 6, 5, 2
2016/7/12, 61, 43, 34, 5, 4, 3
2016/7/13, 88, 58, 34, 8, 4, 4
2016/7/14, 106, 47, 38, 12, 4, 4
2016/7/15, 78, 36, 30, 6, 3, 3
2016/7/16, 63, 31, 19, 4, 2, 2
2016/7/17, 40, 34, 25, 5, 2, 3
2016/7/18, 70, 45, 39, 4, 5, 2
2016/7/19, 45, 45, 46, 8, 7, 2
2016/7/20, 42, 51, 43, 7, 6, 2
2016/7/21, 47, 39, 31, 8, 3, 3
2016/7/22, 58, 31, 33, 10, 6, 3
2016/7/23, 51, 49, 35, 4, 4, 4
2016/7/24, 100, 123, 44, 12, 17, 11
2016/7/25, 202, 95, 35, 14, 17, 6
2016/7/26, 158, 89, 37, 9, 10, 4
2016/7/27, 127, 98, 47, 11, 5, 4
2016/7/28, 148, 107, 48, 9, 6, 6
2016/7/29, 153, 74, 35, 17, 8, 4
2016/7/30, 104, 67, 46, 12, 7, 3
2016/7/31, 83, 60, 38, 7, 4, 3
2016/8/1, 69, 80, 44, 7, 9, 2
2016/8/2, 73, 78, 43, 13, 9, 3
2016/8/3, 75, 72, 43, 12, 7, 3
2016/8/4, 66, 93, 42, 9, 12, 3
2016/8/5, 90, 90, 42, 8, 12, 3
2016/8/6, 86, 43, 31, 5, 7, 3
2016/8/7, 49, 69, 32, 12, 7, 3
2016/8/8, 60, 57, 31, 8, 8, 3
2016/8/9, 52, 20, 33, 8, 3, 2
2016/8/10, 50, 20, 31, 6, 7, 2
2016/8/11, 40, 30, 22, 5, 5, 2
2016/8/12, 35, 47, 31, 7, 7, 2
2016/8/13, 44, 56, 23, 12, 14, 3
2016/8/14, 62, 31, 31, 5, 8, 2
2016/8/15, 41, 51, 30, 6, 7, 2
2016/8/16, 55, 45, 33, 5, 3, 2
2016/8/17, 50, 42, 32, 8, 6, 2
2016/8/18, 55, 55, 27, 9, 7, 3
2016/8/19, 59, 62, 28, 10, 4, 3
2016/8/20, 65, 66, 27, 9, 12, 3
2016/8/21, 66, 56, 23, 11, 3, 3
2016/8/22, 53, 35, 29, 9, 3, 2
2016/8/23, 51, 50, 27, 7, 3, 2
2016/8/24, 65, 40, 17, 4, 2, 2
2016/8/25, 45, 54, 26, 8, 7, 3
2016/8/26, 60, 59, 27, 6, 3, 2
2016/8/27, 50, 75, 27, 9, 8, 2
2016/8/28, 59, 76, 28, 8, 3, 2
2016/8/29, 57, 41, 33, 8, 2, 2
2016/8/30, 45, 24, 32, 6, 2, 2
2016/8/31, 42, 47, 28, 18, 9, 3
2016/9/1, 58, 74, 26, 13, 7, 3
2016/9/2, 79, 56, 30, 7, 7, 2
2016/9/3, 59, 43, 18, 3, 3, 1
2016/9/4, 42, 38, 12, 4, 13, 2
2016/9/5, 40, 51, 18, 6, 6, 3
2016/9/6, 51, 53, 19, 8, 3, 3
2016/9/7, 66, 72, 29, 7, 4, 2
2016/9/8, 73, 71, 24, 11, 7, 3
2016/9/9, 72, 62, 20, 8, 5, 3
2016/9/10, 68, 59, 20, 9, 5, 3
2016/9/11, 71, 60, 26, 7, , 2
2016/9/12, 65, 60, 24, 8, 15, 2
2016/9/13, 62, 62, 27, 10, 6, 3
2016/9/14, 68, 70, 27, 7, 6, 2
2016/9/15, 70, 73, 23, 11, 7, 4
2016/9/16, 87, 75, 20, 12, 9, 3
2016/9/17, 84, 63, 13, 12, 6, 5
2016/9/18, 100, 52, 18, 10, 5, 3
2016/9/19, 76, 47, 23, 8, 4, 2
2016/9/20, 57, 52, 22, 9, 7, 2
2016/9/21, 59, 67, 26, 9, 15, 2
2016/9/22, 67, 75, 23, 11, 12, 3
2016/9/23, 76, 86, 24, 9, 13, 2
2016/9/24, 71, 69, 26, 11, 8, 6
2016/9/25, 129, 48, 21, 9, 20, 6
2016/9/26, 119, 85, 20, 9, 8, 8
2016/9/27, 167, 107, 19, 15, 16, 8
2016/9/28, 167, 69, 19, 10, 9, 4
2016/9/29, 126, 85, 14, 16, 20, 7
2016/9/30, 115, 76, 20, 17, 16, 5
2016/10/1, 87, 60, 22, 10, 9, 4
2016/4/2, 69, 61, 31, 6, 23, 3
2016/4/3, 78, 85, 29, 17, 10, 4
2016/4/4, 90, 84, 25, 12, 18, 5
2016/4/5, 87, 93, 33, 10, 11, 4
2016/4/6, 85, 103, 33, 9, 20, 5
2016/4/7, 95, 117, 32, 11, 11, 4
2016/4/8, 103, 150, 33, 18, 22, 8
2016/4/9, 120, 112, 31, 15, 24, 6
2016/4/10, 115, 201, 30, 6, 7, 4
2016/4/11, 107, 81, 30, 7, 15, 3
2016/4/12, 76, 113, 29, 13, 13, 4
2016/4/13, 102, 65, 30, 9, 11, 4
2016/4/14, 77, 69, 31, 8, 8, 3
2016/4/15, 68, 48, 28, 7, 10, 3
2016/4/16, 71, 36, 31, 5, 15, 3
2016/4/17, 64, 70, 34, 16, 21, 7
2016/4/18, 113, 57, 31, 8, 6, 3
2016/4/19, 75, 92, 35, 10, 17, 5
2016/4/20, 88, 197, 37, 13, 11, 6
2016/4/21, 128, 145, 37, 3, 13, 2
2016/4/22, 86, 73, 38, 6, 10, 3
2016/4/23, 74, 105, 33, 10, 13, 5
2016/4/24, 90, 60, 30, 11, 13, 4
2016/4/25, 80, 115, 29, 12, 16, 5
2016/4/26, 105, 99, 31, 11, 18, 4
2016/4/27, 88, 82, 29, 9, 6, 3
2016/4/28, 72, 92, 29, 10, 5, 3
2016/4/29, 75, 118, 30, 20, 17, 6
2016/4/30, 118, 89, 28, 9, 20, 4
2016/5/1, 76, 27, 35, 6, 15, 3
2016/5/2, 52, 72, 30, 16, 13, 6
2016/5/3, 108, 54, 35, 8, 9, 3
2016/5/4, 63, 67, 28, 5, 9, 3
2016/5/5, 68, 33, 33, 5, 6, 2
2016/5/6, 59, 81, 30, 20, 11, 8
2016/5/7, 110, 69, 36, 6, 12, 3
2016/5/8, 71, 56, 35, 11, 9, 4
2016/5/9, 75, 83, 34, 12, 8, 3
2016/5/10, 80, 83, 29, 13, 17, 3
2016/5/11, 98, 41, 26, 11, 10, 5
2016/5/12, 96, 69, 30, 16, 10, 6
2016/5/13, 110, 100, 31, 12, 15, 4
2016/5/14, 88, 47, 30, 4, 9, 2
2016/5/15, 48, 76, 38, 12, 14, 3
2016/5/16, 76, 90, 38, 14, 5, 3
2016/5/17, 75, 98, 41, 11, 8, 2
2016/5/18, 78, 110, 37, 5, 6, 2
2016/5/19, 84, 69, 27, 4, 6, 2
2016/5/20, 71, 61, 28, 7, 6, 3
2016/5/21, 64, 61, 29, 10, 3, 3
2016/5/22, 57, 73, 26, 11, 4, 3
2016/5/23, 68, 131, 33, 14, 6, 4
2016/5/24, 114, 111, 39, 7, 5, 3
2016/5/25, 104, 67, 33, 4, 4, 2
2016/5/26, 65, 75, 39, 11, 7, 3
2016/5/27, 74, 143, 38, 13, 11, 3
2016/5/28, 81, , 30, 1, 5, 1
2016/5/31, 66, 77, 34, 8, 5, 2
2016/6/1, 64, 122, 34, 13, 4, 3
2016/6/2, 78, 83, 39, 12, 3, 2
2016/6/3, 65, 93, 39, 11, 6, 3
2016/6/4, 80, 58, 28, 7, 6, 2
2016/6/5, 77, 54, 29, 11, 12, 3
2016/6/6, 69, 78, 30, 11, 6, 3
2016/6/7, 75, , 36, 8, 6, 2
2016/6/11, 95, 47, 33, 6, 5, 2
2016/6/12, 85, 44, 33, 5, 4, 2
2016/6/13, 70, 56, 35, 4, 3, 2
2016/6/14, 73, 43, 34, 7, 5, 3
2016/6/15, 72, 77, 35, 16, 12, 4
2016/6/16, 119, 66, 37, 10, 4, 3
2016/6/17, 116, 85, 39, 14, 4, 5
2016/6/18, 131, , 40, 12, 5, 4
2016/6/22, 52, 24, 19, 13, 5, 4
2016/6/23, 48, 45, 28, 8, 5, 3
2016/6/24, 59, 77, 33, 16, 8, 4
2016/6/25, 98, 75, 31, 12, 6, 3
2016/6/26, 82, 60, 32, 9, 5, 2
2016/6/27, 55, 94, 29, 7, 6, 2
2016/6/28, 81, 56, 23, 8, 3, 4
2016/6/29, 101, 39, 26, 7, 5, 3
2016/6/30, 57, 50, 29, 5, 3, 2
2016/7/1, 51, 64, 27, 8, 6, 3
2016/2/4, 212, 85, 6, 37, 77, 23
2016/2/5, 180, 107, 12, 35, 68, 16
2016/2/6, 194, 137, 11, 36, 67, 20
2016/2/7, 224, 197, 8, 35, 76, 16
2016/2/8, 300, 157, 7, 41, 85, 29
2016/2/9, 266, 79, 10, 36, 81, 29
2016/2/10, 167, 74, 15, 21, 59, 12
2016/2/11, 160, 75, 16, 18, 59, 12
2016/2/12, 119, 71, 18, 13, 60, 10
2016/2/13, 122, 109, 21, 12, 50, 8
2016/2/14, 176, 80, 17, 22, 61, 12
2016/2/15, 147, 91, 19, 19, 58, 8
2016/2/16, 140, 126, 23, 22, 56, 8
2016/2/17, 186, 161, 15, 30, 63, 16
2016/2/18, 217, 128, 17, 28, 69, 24
2016/2/19, 183, 138, 18, 23, 68, 15
2016/2/20, 189, 119, 18, 24, 63, 16
2016/2/21, 183, 89, 15, 25, 68, 12
2016/2/22, 137, 89, 22, 12, 67, 8
2016/2/23, 148, 120, 24, 17, 57, 10
2016/2/24, 196, 137, 14, 27, 62, 14
2016/2/25, 208, 137, 10, 29, 60, 17
2016/2/26, 207, 94, 9, 28, 80, 17
2016/2/27, 172, 84, 21, 24, 71, 20
2016/2/28, 159, 112, 24, 19, 65, 16
2016/2/29, 187, 102, 20, 29, 71, 17
2016/3/1, 175, 90, 14, 27, 66, 14
2016/3/2, 160, 75, 20, 27, 65, 14
2016/3/3, 131, 62, 21, 16, 54, 8
2016/3/4, 96, 51, 24, 8, 50, 4
2016/3/5, 75, 42, 27, 6, 55, 4
2016/3/6, 108, 49, 26, 13, 50, 6
2016/3/7, 113, 54, 25, 7, 51, 5
2016/3/8, 115, 81, 26, 12, 44, 7
2016/3/9, 156, 72, 24, 18, 35, 11
2016/3/10, 131, 71, 27, 19, 35, 10
2016/3/11, 133, 61, 24, 24, 39, 9
2016/3/12, 120, 71, 22, 15, 29, 6
2016/3/13, 119, 61, 31, 16, 28, 9
2016/3/14, 115, 72, 24, 15, 33, 6
2016/3/15, 118, 91, 23, 16, 29, 7
2016/3/16, 133, 84, 21, 19, 37, 8
2016/3/17, 93, 40, 24, 9, 13, 4
2016/3/18, 86, 57, 33, 8, 17, 5
2016/3/19, 103, 82, 28, 7, 8, 4
2016/3/20, 107, 110, 24, 14, 26, 5
2016/3/21, 105, 100, 23, 12, 15, 7
2016/3/22, 144, 102, 31, 17, 25, 10
2016/3/23, 103, 78, 20, 13, 17, 6
2016/3/24, 103, 111, 26, 10, 20, 5
2016/3/25, 99, 188, 26, 12, 14, 6
2016/3/26, 167, 156, 29, 19, 21, 13
2016/3/27, 118, 127, 24, 12, 14, 6
2016/3/28, 122, 67, 28, 12, 22, 7
2016/3/29, 74, 116, 30, 6, 15, 3
2016/3/30, 141, 156, 21, 19, 19, 10
2016/3/31, 127, 35, 29, 15, 25, 9
2016/4/1, 66, 46, 28, 6, 16, 3
2015/10/2, 88, 66, 23, 14, 13, 4
2015/10/3, 89, 72, 21, 12, 13, 3
2015/10/4, 86, 119, 19, 15, 17, 5
2015/10/5, 98, 89, 18, 13, 15, 4
2015/10/6, 102, 113, 23, 12, 19, 2
2015/10/7, 94, 24, 19, 6, 10, 
2015/10/8, 49, 58, 21, 11, 19, 
2015/10/9, 84, 57, 23, 9, 12, 
2015/10/10, 72, 108, 20, 19, 20, 2
2015/10/11, 134, 193, 15, 20, 29, 6
2015/10/12, 160, 147, 14, 20, 31, 4
2015/10/13, 127, 109, 17, 15, 23, 2
2015/10/14, 109, 154, 15, 18, 26, 4
2015/10/15, 113, 171, 17, 17, 25, 5
2015/10/16, 112, 117, 17, 10, 28, 3
2015/10/17, 92, 110, 19, 12, 16, 
2015/10/18, 110, 110, 20, 13, 20, 
2015/10/19, 104, 141, 14, 22, 30, 
2015/10/20, 148, 76, 15, 13, 20, 
2015/10/21, 107, 66, 13, 12, 14, 
2015/10/22, 106, 143, 13, 18, 23, 
2015/10/23, 126, 186, 10, 21, 30, 
2015/10/24, 165, 102, 22, 5, 8, 
2015/10/25, 84, 48, 20, 5, 7, 
2015/10/26, 74, 39, 18, 12, 17, 
2015/10/27, 91, 42, 15, 13, 20, 3
2015/10/28, 97, 39, 17, 8, 14, 5
2015/10/29, 72, 65, 17, 20, 29, 9
2015/10/30, 109, 114, 7, 30, 38, 18
2015/10/31, 170, 74, 15, 14, 22, 7
2015/11/1, 122, 92, 15, 19, 32, 9
2015/11/2, 137, 90, 15, 12, 20, 6
2015/11/3, 101, 62, 17, 10, 22, 6
2015/11/4, 85, 61, 15, 10, 28, 6
2015/11/5, 99, 56, 16, 8, 16, 4
2015/11/6, 87, 71, 18, 5, 11, 4
2015/11/7, 88, 66, 17, 7, 16, 4
2015/11/8, 90, 77, 15, 11, 20, 5
2015/11/9, 107, 106, 15, 12, 25, 8
2015/11/10, 124, 137, 12, 26, 36, 15
2015/11/11, 175, 119, 16, 17, 30, 
2015/11/12, 126, 93, 16, 11, 23, 3
2015/11/13, 121, 135, 15, 14, 22, 
2015/11/14, 138, 86, 13, 13, 21, 
2015/11/15, 144, 80, 18, 9, 16, 
2015/11/16, 135, 59, 14, 19, 32, 
2015/11/17, 136, 77, 15, 14, 30, 
2015/11/18, 171, 96, 11, 26, 41, 
2015/11/19, 192, 92, 10, 27, 40, 
2015/11/20, 182, 123, 13, 24, 45, 4
2015/11/21, 223, 80, 11, 17, , 10
2015/11/22, 174, 70, 14, 12, , 8
2015/11/23, 146, 77, 13, 18, 45, 11
2015/11/24, 172, 78, 11, 24, 46, 13
2015/11/25, 171, 112, 11, 22, 57, 17
2015/11/26, 213, 95, 11, 22, 55, 15
2015/11/27, 193, 98, 7, 25, 61, 15
2015/11/28, 194, 78, 9, 26, 55, 14
2015/11/29, 168, 59, 14, 18, 48, 9
2015/11/30, 146, 75, 18, 24, 60, 16
2015/12/1, 157, 45, 12, 13, 44, 8
2015/12/2, 106, 46, 13, 13, 47, 8
2015/12/3, 107, 73, 2, 29, 64, 14
2015/12/4, 165, 136, 2, 37, 72, 31
2015/12/5, 252, 86, 13, 21, 61, 17
2015/12/6, 188, 78, 14, 19, 56, 14
2015/12/7, 173, 86, 15, 27, 65, 17
2015/12/8, 173, 68, 16, 20, 63, 13
2015/12/9, 149, 134, , 46, 75, 32
2015/12/10, 244, , 20, 8, 53, 5
2015/12/12, 148, , 8, 24, 42, 16
2015/7/2, 75, 71, 37, 10, 8, 3
2015/7/3, 75, 86, 42, 8, 7, 3
2015/7/4, 80, 62, 31, 10, 7, 3
2015/7/5, 63, 34, 40, 9, 6, 2
2015/7/6, 44, 35, 37, 4, 7, 3
2015/7/7, 44, 56, 34, , 8, 3
2015/7/8, 64, 35, 37, 4, 7, 3
2015/7/9, 39, 56, 37, , 6, 3
2015/7/10, 53, 58, 41, , 5, 3
2015/7/11, 52, , , , , 
2015/7/18, 61, 59, 41, , 6, 3
2015/7/19, 54, , , , , 
2015/7/28, 34, , , , , 
2015/8/21, 82, 59, 28, , 10, 3
2015/8/22, 68, 44, 28, , 3, 2
2015/8/23, 60, , , , , 
2015/9/10, 89, 63, 20, , 9, 2
2015/9/11, 71, 49, 25, 9, 3, 2
2015/9/12, 52, 88, 19, 15, 10, 4
2015/9/13, 100, 73, 22, 9, 7, 2
2015/9/14, 67, 80, 26, 11, 6, 3
2015/9/15, 67, 85, 30, 9, 7, 3
2015/9/16, 73, 73, 24, 10, 7, 3
2015/9/17, 70, 32, 9, 8, 3, 3
2015/9/18, 68, 80, 22, 9, 11, 2
2015/9/19, 71, 97, 25, 9, 9, 2
2015/9/20, 78, 101, 20, 13, 11, 3
2015/9/21, 90, 43, 23, 12, 5, 3
2015/9/22, 62, 33, 19, 10, 5, 3
2015/9/23, 59, 16, 19, 1, 3, 1
2015/9/24, 48, , , , , 
2015/9/28, 117, 68, 21, 9, 9, 1
2015/9/29, 84, 85, 25, 12, 18, 3
2015/9/30, 89, 33, 17, 9, 10, 2
2015/10/1, 66, 61, 20, 14, 18, 2
2015/4/2, 107, 74, , 13, 23, 6
2015/4/3, 116, 69, , 14, 16, 6
2015/4/4, 120, 41, , 5, 13, 3
2015/4/5, 83, 46, , 11, 20, 4
2015/4/6, 110, 62, , 15, 18, 3
2015/4/7, 131, 79, , 20, 29, 5
2015/4/8, 144, 74, , 16, 21, 5
2015/4/9, 123, 68, , 13, 22, 4
2015/4/10, 107, 58, , 10, 21, 4
2015/4/11, 105, 70, , 10, 23, 4
2015/4/12, 107, 67, , 10, 10, 4
2015/4/13, 100, 109, , 19, 26, 5
2015/4/14, 123, 224, , 13, 19, 4
2015/4/15, 136, 61, , 6, 17, 3
2015/4/16, 64, 62, , 10, 11, 5
2015/4/17, 107, 79, , 10, 12, 1
2015/4/18, 95, 55, , 6, 18, 1
2015/4/19, 68, 63, , 9, 15, 1
2015/4/20, 84, 96, 34, 10, 15, 1
2015/4/21, 104, 96, 29, 15, 15, 2
2015/4/22, 89, 135, 37, 9, 15, 2
2015/4/23, 112, 110, 31, 18, 17, 2
2015/4/24, 115, 117, 30, 12, 15, 3
2015/4/25, 97, 147, 30, 16, 14, 3
2015/4/26, 115, 165, 32, 10, 10, 3
2015/4/27, 124, 82, 27, 15, 18, 2
2015/4/28, 90, 95, 31, 7, 9, 2
2015/4/29, 90, 135, 32, 13, 12, 3
2015/4/30, 103, 61, 29, 9, 6, 2
2015/5/1, 113, 57, 30, 13, 10, 1
2015/5/2, 89, 55, 31, 9, 15, 1
2015/5/3, 70, 69, 31, 12, 8, 
2015/5/4, 95, 63, 33, 6, 11, 1
2015/5/5, 63, 54, 32, 9, 10, 
2015/5/6, 76, 61, 30, 7, 13, 
2015/5/7, 76, 79, 27, 10, 18, 
2015/5/8, 96, 57, 27, 9, 9, 1
2015/5/9, 78, 81, 31, 8, 9, 1
