date, pm25, pm10, o3, no2, so2, co
2017/2/16, 168, 150, 18, 25, 42, 34
2017/2/17, 271, 156, 11, 29, 49, 32
2017/2/18, 279, 105, 19, 22, 47, 20
2017/2/19, 208, 64, 27, 11, 19, 10
2017/2/20, 140, 131, 10, 29, 53, 30
2017/2/21, 248, 119, 21, 22, 38, 25
2017/2/22, 212, 107, 26, 19, 24, 19
2017/2/23, 199, 151, 16, 27, 47, 34
2017/2/24, 249, 183, 15, 28, 51, 46
2017/2/25, 285, 234, 12, 30, 56, 66
2017/2/26, 336, 118, 19, 26, 47, 31
2017/2/27, 241, 120, 17, 26, 45, 31
2017/2/28, 241, 70, 29, 14, 21, 12
2017/3/1, 148, 83, 24, 19, 36, 20
2017/3/2, 176, 104, 18, 24, 41, 25
2017/3/3, 206, 78, 19, 21, 36, 19
2017/3/4, 174, 40, 30, 8, 14, 7
2017/3/5, 115, 42, 29, 8, 12, 6
2017/3/6, 119, 36, 27, 9, 14, 6
2017/3/7, 103, 69, 27, 18, 20, 16
2017/3/8, 164, 107, 19, 23, 43, 35
2017/3/9, 223, 89, 20, 25, 40, 24
2017/3/10, 188, 70, 27, 18, 30, 17
2017/3/11, 162, 58, 34, 12, 16, 12
2017/3/12, 140, 76, 27, 19, 31, 17
2017/3/13, 171, 103, 21, 26, 41, 24
2017/3/14, 191, 92, 23, 23, 40, 25
2017/3/15, 186, 77, 26, 21, 32, 20
2017/3/16, 159, 78, 22, 22, 38, 18
2017/3/17, 149, 72, 29, 19, 25, 18
2017/3/18, 152, 66, 19, 18, 25, 13
2017/3/19, 161, 77, 30, 19, 28, 19
2017/3/20, 169, 97, 23, 21, 37, 23
2017/3/21, 174, 51, 29, 10, 19, 8
2017/3/22, 108, 57, 26, 11, 14, 7
2017/3/23, 106, 47, 28, 10, 13, 6
2017/3/24, 104, 59, 34, 11, 12, 8
2017/3/25, 115, 101, 35, 17, 26, 27
2017/3/26, 186, 79, 27, 19, 37, 18
2017/3/27, 150, 83, 35, 18, 27, 18
2017/3/28, 149, 92, 32, 19, 29, 26
2017/3/29, 164, 72, 32, 13, 18, 11
2017/3/30, 114, 88, 35, 18, 27, 20
2017/3/31, 155, 85, 28, 19, 30, 17
2017/4/1, 146, 87, 29, 20, 27, 18
2016/10/2, 117, 83, 21, 13, 12, 7
2016/10/3, 109, 110, 18, 16, 19, 14
2016/10/4, 159, 107, 11, 17, 22, 10
2016/10/5, 157, 70, 11, 16, 11, 10
2016/10/6, 150, 126, 17, 16, 20, 10
2016/10/7, 156, 94, 22, 13, 16, 8
2016/10/8, 141, 121, 20, 15, 25, 11
2016/10/9, 165, 106, 21, 17, 23, 9
2016/10/10, 156, 125, 26, 14, 17, 9
2016/10/11, 143, 199, 17, 21, 30, 17
2016/10/12, 191, 235, 16, 22, 37, 19
2016/10/13, 194, 285, 14, 25, 39, 21
2016/10/14, 210, 184, 23, 23, 26, 11
2016/10/15, 159, 208, 19, 18, 20, 12
2016/10/16, 165, 61, 23, 12, 15, 8
2016/10/17, 127, 91, 20, 15, 24, 9
2016/10/18, 137, 62, 20, 12, 14, 6
2016/10/19, 113, 80, 24, 17, 18, 6
2016/10/20, 120, 71, 22, 12, 15, 6
2016/10/21, 117, 178, 17, 20, 33, 17
2016/10/22, 189, 245, 14, 19, 37, 27
2016/10/23, 216, 181, 9, 22, 32, 17
2016/10/24, 182, 51, 22, 8, 9, 5
2016/10/25, 112, 54, 26, 7, 10, 5
2016/10/26, 102, 110, 19, 19, 27, 14
2016/10/27, 159, 102, 29, 8, 12, 5
2016/10/28, 125, 177, 27, 13, 21, 13
2016/10/29, 163, 126, 22, 16, 28, 14
2016/10/30, 174, 190, 24, 17, 30, 18
2016/10/31, 210, 239, 15, 21, 42, 21
2016/11/1, 234, 354, 11, 24, 42, 25
2016/11/2, 261, 400, 6, 29, 53, 32
2016/11/3, 283, 242, 6, 29, 46, 23
2016/11/4, 199, , , , , 
2016/11/11, 226, 165, 11, 25, 46, 29
2016/11/12, 270, 118, 9, 23, 49, 25
2016/11/13, 241, 73, 16, 15, 29, 11
2016/11/14, 159, 188, 5, 29, 56, 35
2016/11/15, 311, 152, 12, 29, 50, 28
2016/11/16, 258, 122, 11, 28, 53, 28
2016/11/17, 244, 126, 9, 26, 42, 28
2016/11/18, 242, 76, 14, 18, 27, 12
2016/11/19, 169, 107, 20, 17, 27, 14
2016/11/20, 210, 221, 11, 24, 44, 31
2016/11/21, 337, 112, 20, 17, 27, 12
2016/11/22, 226, 239, 12, 27, 53, 34
2016/11/23, 351, 409, 7, 39, 71, 57
2016/11/24, 495, 275, 5, 35, 67, 44
2016/11/25, 373, 151, 8, 29, 54, 27
2016/11/26, 262, 267, 10, 35, 58, 48
2016/11/27, 379, 315, 4, 40, 68, 56
2016/11/28, 405, 296, 4, 38, 70, 60
2016/11/29, 394, 134, 16, 30, 49, 28
2016/11/30, 240, 123, 21, 27, 38, 29
2016/12/1, 237, 231, 9, 42, 60, 53
2016/12/2, 360, 217, 7, 38, 60, 52
2016/12/3, 333, 219, 8, 34, 56, 55
2016/12/4, 329, 110, 13, 24, 39, 22
2016/12/5, 222, 210, 6, 37, 59, 48
2016/12/6, 341, 243, 8, 38, 60, 52
2016/12/7, 353, 215, 9, 34, 57, 48
2016/12/8, 333, 205, 6, 34, 55, 46
2016/12/9, 321, 208, 5, 34, 62, 45
2016/12/10, 328, 158, 7, 31, 60, 37
2016/12/11, 275, 292, 5, 36, 63, 66
2016/12/12, 401, 164, 4, 30, 60, 39
2016/12/13, 300, 241, 5, 34, 66, 51
2016/12/14, 356, 182, 9, 29, 54, 41
2016/12/15, 310, 322, 4, 38, 73, 69
2016/12/16, 418, 331, 4, 39, 76, 71
2016/12/17, 417, 257, 3, 37, 68, 56
2016/12/18, 374, 255, 4, 37, 68, 58
2016/12/19, 371, 209, 4, 32, 67, 51
2016/12/20, 335, 199, 3, 42, 62, 52
2016/12/21, 350, 123, 10, 26, 48, 28
2016/12/22, 247, 143, 11, 28, 51, 31
2016/12/23, 257, 189, 5, 34, 54, 40
2016/12/24, 303, 133, 8, 31, 49, 29
2016/12/25, 251, 161, 11, 29, 41, 32
2016/12/26, 279, 236, 3, 33, 62, 48
2016/12/27, 358, 124, 12, 23, 46, 25
2016/12/28, 241, 211, 5, 33, 61, 45
2016/12/29, 340, 280, 3, 34, 71, 56
2016/12/30, 395, 207, 5, 33, 63, 42
2016/12/31, 329, 239, 3, 33, 65, 52
2017/1/1, 363, 108, 14, 20, 35, 17
2017/1/2, 214, 297, 4, 35, 68, 65
2016/7/2, 78, 99, 52, 13, 10, 3
2016/7/3, 71, 90, 60, 13, 8, 3
2016/7/4, 64, 102, 57, 9, 3, 2
2016/7/5, 66, 88, 43, 21, 4, 4
2016/7/6, 74, 70, 79, 12, 4, 3
2016/7/7, 69, 72, 61, 18, 5, 5
2016/7/8, 98, 87, 75, 21, 4, 5
2016/7/9, 103, 84, 50, 22, 5, 6
2016/7/10, 93, 31, 30, 9, 3, 3
2016/7/11, 59, 39, 40, 6, 3, 2
2016/7/12, 63, 53, 40, 8, 3, 4
2016/7/13, 93, 78, 42, 9, 3, 3
2016/7/14, 108, 66, 44, 12, 4, 4
2016/7/15, 84, 49, 38, 12, 4, 4
2016/7/16, 79, 53, 46, 10, 17, 2
2016/7/17, 51, 77, 53, 12, 6, 3
2016/7/18, 62, 61, 51, 10, 3, 3
2016/7/19, 45, 54, 66, 11, 4, 3
2016/7/20, 47, 65, 53, 13, 6, 3
2016/7/21, 53, 44, 40, 14, 3, 4
2016/7/22, 55, 21, 47, 12, 4, 3
2016/7/23, 48, 56, 42, 6, 3, 4
2016/7/24, 105, 147, 73, 12, 5, 10
2016/7/25, 208, 122, 60, 14, 8, 6
2016/7/26, 148, 116, 49, 14, 5, 4
2016/7/27, 121, 109, 63, 14, 4, 5
2016/7/28, 149, 100, 58, 15, 6, 7
2016/7/29, 145, 64, 51, 12, 3, 4
2016/7/30, 101, 82, 56, 12, 9, 3
2016/7/31, 86, 111, 50, 13, 4, 3
2016/8/1, 87, 94, 61, 11, 5, 3
2016/8/2, 73, 88, 53, 10, 5, 3
2016/8/3, 73, 105, 71, 13, 8, 3
2016/8/4, 75, 95, 51, 10, 9, 3
2016/8/5, 87, 30, 25, 6, 3, 3
2016/8/6, 44, 45, 36, 8, 3, 3
2016/8/7, 50, 79, 43, 10, 8, 3
2016/8/8, 61, 67, 44, 8, 4, 2
2016/8/9, 51, 31, 37, 15, 3, 4
2016/8/10, 56, 30, 46, 8, 3, 3
2016/8/11, 50, 24, 31, 2, 2, 1
2016/8/12, 25, 49, 39, 5, 3, 1
2016/8/13, 42, 55, 32, 7, 6, 2
2016/8/14, 56, 41, 34, 8, 4, 3
2016/8/15, 46, 65, 32, 11, 4, 3
2016/8/16, 65, 71, 28, 12, 3, 3
2016/8/17, 69, 54, 37, 12, , 3
2016/8/18, 69, 66, 38, 8, , 3
2016/8/19, 59, 76, 36, 10, 1, 3
2016/8/20, 59, 83, 32, 10, 2, 3
2016/8/21, 74, 82, 37, 9, 2, 3
2016/8/22, 66, 57, 32, 12, 1, 3
2016/8/23, 60, 54, 30, 10, , 4
2016/8/24, 75, 42, 20, 5, , 2
2016/8/25, 47, 63, 32, 8, , 4
2016/8/26, 70, 84, 30, 11, 5, 4
2016/8/27, 71, 115, 35, 10, 4, 3
2016/8/28, 70, 97, 33, 14, 3, 4
2016/8/29, 73, 61, 28, 17, 3, 4
2016/8/30, 60, 45, 33, 15, 4, 4
2016/8/31, 73, 62, 40, 12, 5, 3
2016/9/1, 70, 74, 31, 13, 4, 4
2016/9/2, 83, 70, 37, 9, 3, 3
2016/9/3, 65, 43, 22, 4, 2, 2
2016/9/4, 49, 41, 13, 4, 4, 2
2016/9/5, 50, 60, 21, 8, 3, 4
2016/9/6, 72, 51, 21, 7, 3, 3
2016/9/7, 69, 77, 31, 7, 3, 2
2016/9/8, 76, 115, 25, 12, 4, 5
2016/9/9, 94, 76, 22, 10, 4, 4
2016/9/10, 73, 102, 23, 14, 5, 5
2016/9/11, 92, 92, 28, 14, 9, 4
2016/9/12, 88, 78, 35, 12, 7, 3
2016/9/13, 75, 57, 33, 12, 3, 3
2016/9/14, 74, 89, 30, 14, 3, 3
2016/9/15, 84, 86, 28, 15, 4, 4
2016/9/16, 92, 115, 26, 13, 10, 4
2016/9/17, 108, 75, 18, 15, 9, 6
2016/9/18, 112, 80, 17, 16, 7, 6
2016/9/19, 88, 63, 28, 12, 6, 4
2016/9/20, 70, 86, 31, 14, 8, 4
2016/9/21, 91, 71, 31, 17, 7, 5
2016/9/22, 89, 112, 31, 14, 11, 4
2016/9/23, 93, 44, 24, 16, 5, 4
2016/9/24, 76, 87, 32, 10, 6, 6
2016/9/25, 138, 67, 24, 10, 6, 6
2016/9/26, 139, 112, 23, 11, 8, 8
2016/9/27, 178, 193, 25, 18, 23, 14
2016/9/28, 198, 111, 17, 19, 17, 11
2016/9/29, 156, 127, 22, 17, 19, 14
2016/9/30, 151, 99, 27, 17, 19, 10
2016/10/1, 128, 104, 27, 10, 10, 6
2016/4/2, 89, 35, 38, 6, 9, 5
2016/4/3, 72, 88, 35, 19, 29, 19
2016/4/4, 135, 86, 38, 17, 24, 13
2016/4/5, 121, 94, 43, 16, 23, 12
2016/4/6, 120, 89, 35, 15, 24, 12
2016/4/7, 118, 60, 43, 6, 10, 5
2016/4/8, 85, 103, 40, 18, 21, 13
2016/4/9, 115, 74, 41, 16, 20, 11
2016/4/10, 116, 160, 35, 11, 15, 7
2016/4/11, 116, 64, 39, 10, 13, 6
2016/4/12, 84, 93, 40, 15, 20, 12
2016/4/13, 124, 53, 43, 8, 12, 6
2016/4/14, 72, 101, 28, 23, 32, 17
2016/4/15, 129, 45, 32, 7, 13, 5
2016/4/16, 70, 42, 38, 5, 10, 5
2016/4/17, 69, 65, 41, 13, 19, 13
2016/4/18, 123, 66, 38, 16, 27, 15
2016/4/19, 108, 77, 40, 13, 21, 9
2016/4/20, 100, 142, 50, 18, 24, 16
2016/4/21, 138, 104, 45, 5, 5, 3
2016/4/22, 76, 59, 48, 7, 5, 4
2016/4/23, 78, 98, 42, 15, 21, 12
2016/4/24, 127, 39, 41, 10, 13, 5
2016/4/25, 70, 75, 38, 16, 22, 12
2016/4/26, 111, 53, 44, 12, 13, 7
2016/4/27, 86, 60, 37, 10, 9, 5
2016/4/28, 74, 68, 37, 8, 3, 4
2016/4/29, 72, 81, 45, 17, 20, 13
2016/4/30, 104, 80, 34, 14, 13, 7
2016/5/1, 88, 25, 41, 6, 5, 4
2016/5/2, 60, 62, 41, 16, 20, 13
2016/5/3, 102, 67, 48, 14, 12, 9
2016/5/4, 87, 62, 33, 10, 8, 6
2016/5/5, 88, 30, 38, 5, 4, 3
2016/5/6, 57, 55, 43, 13, 12, 12
2016/5/7, 95, 72, 43, 13, 11, 8
2016/5/8, 83, 44, 50, 11, 8, 7
2016/5/9, 74, 63, 46, 11, 9, 5
2016/5/10, 71, 63, 35, 13, 10, 6
2016/5/11, 94, 41, 30, 13, 8, 7
2016/5/12, 91, 61, 40, 15, 11, 10
2016/5/13, 93, 112, 42, 13, 16, 13
2016/5/14, 108, 34, 38, 5, 4, 3
2016/5/15, 44, 82, 54, 14, 18, 10
2016/5/16, 88, 101, 48, 18, 15, 7
2016/5/17, 86, 109, 53, 16, 7, 6
2016/5/18, 87, 81, 44, 11, 5, 3
2016/5/19, 69, 56, 30, 7, 8, 3
2016/5/20, 63, 47, 35, 6, 4, 3
2016/5/21, 54, 58, 37, 9, 4, 4
2016/5/22, 60, 65, 36, 11, 6, 4
2016/5/23, 70, 109, 37, 16, 7, 7
2016/5/24, 102, 98, 47, 13, 6, 5
2016/5/25, 102, 60, 41, 7, 5, 3
2016/5/26, 59, 109, 55, 11, 14, 6
2016/5/27, 106, 124, 61, 12, 8, 4
2016/5/28, 101, 51, 38, 3, 3, 2
2016/5/29, 46, 89, 38, 13, 14, 6
2016/5/30, 89, 81, 42, 14, 6, 5
2016/5/31, 75, 82, 44, 13, 11, 4
2016/6/1, 68, 102, 48, 13, 8, 4
2016/6/2, 69, 91, 46, 16, 6, 4
2016/6/3, 69, 98, 47, 11, 4, 3
2016/6/4, 78, 46, 28, 7, 12, 3
2016/6/5, 64, 45, 35, 9, 9, 3
2016/6/6, 54, 59, 44, 10, 4, 3
2016/6/7, 57, 87, 41, 14, 5, 4
2016/6/8, 77, 71, 34, 13, 5, 4
2016/6/9, 72, 16, 31, 7, 3, 3
2016/6/10, 33, 43, 31, 11, 4, 5
2016/6/11, 76, 54, 37, 12, 6, 5
2016/6/12, 86, 59, 37, 12, 5, 5
2016/6/13, 80, 60, 39, 11, 4, 4
2016/6/14, 75, 37, 42, 6, 2, 3
2016/6/15, 61, 73, 55, 11, 5, 4
2016/6/16, 94, 69, 43, 12, 3, 4
2016/6/17, 101, 71, 46, 13, 4, 4
2016/6/18, 107, 74, 49, 15, 8, 4
2016/6/19, 109, 46, 36, 10, 4, 3
2016/6/20, 59, 32, 38, 7, 3, 3
2016/6/21, 43, 16, 37, 7, 3, 2
2016/6/22, 31, 20, 27, 7, 3, 3
2016/6/23, 36, 59, 33, 11, 5, 5
2016/6/24, 77, 90, 30, 15, 11, 4
2016/6/25, 104, , , , , 
2016/6/28, 95, 69, 28, 9, 3, 4
2016/6/29, 103, 50, 32, 8, 3, 3
2016/6/30, 64, 73, 32, 11, 4, 4
2016/7/1, 71, 96, 38, 11, 8, 3
2016/1/5, 174, 203, 9, 28, 56, 46
2016/1/6, 323, 100, 11, 22, 48, 21
2016/1/7, 206, 133, 12, 21, 47, 24
2016/1/8, 243, 266, 3, 32, 87, 53
2016/1/9, 371, 215, 3, 30, 84, 47
2016/1/10, 346, 182, 7, 25, 67, 39
2016/1/11, 308, 173, 3, 30, 80, 41
2016/1/12, 309, 221, 3, 34, 89, 51
2016/1/13, 371, 179, 11, 24, 71, 37
2016/1/14, 299, 116, 16, 20, 49, 20
2016/1/15, 221, 200, 3, 33, 85, 68
2016/1/16, 320, 110, 12, 22, 55, 24
2016/1/17, 228, 83, 16, 17, 39, 15
2016/1/18, 188, 145, 17, 19, 48, 26
2016/1/19, 244, 144, 9, 26, 74, 40
2016/1/20, 271, 160, 8, 28, 73, 36
2016/1/21, 298, 79, 18, 12, 41, 12
2016/1/22, 175, 64, 20, 11, 33, 9
2016/1/23, 156, 131, 4, 24, 65, 29
2016/1/24, 260, 260, 6, 36, 82, 50
2016/1/25, 369, 241, 6, 32, 88, 56
2016/1/26, 368, 76, 12, 19, 47, 26
2016/1/27, 173, 185, 11, 26, 77, 45
2016/1/28, 326, 175, 5, 30, 83, 52
2016/1/29, 294, 117, 4, 28, 72, 53
2016/1/30, 235, 90, 10, 17, 54, 16
2016/1/31, 185, 82, 16, 20, 50, 13
2016/2/1, 181, 172, 5, 34, 85, 46
2016/2/2, 312, 183, 89, 31, 85, 49
2016/2/3, 315, 132, 133, 29, 68, 34
2016/2/4, 253, 75, 126, 20, 49, 24
2016/2/5, 173, 174, 211, 25, 70, 47
2016/2/6, 291, 146, 174, 32, 80, 41
2016/2/7, 287, 151, 192, 31, 78, 50
2016/2/8, 278, 146, 223, 29, 81, 59
2016/2/9, 287, 98, 165, 30, 74, 37
2016/2/10, 205, 91, 144, 28, 74, 38
2016/2/11, 196, 44, 80, 14, 40, 18
2016/2/12, 114, 34, 35, 10, 22, 8
2016/2/13, 97, 83, 118, 17, 50, 27
2016/2/14, 177, 76, , 14, 29, 11
2016/2/15, 153, 78, , 15, 28, 9
2016/2/16, 145, 164, , 22, 55, 29
2016/2/17, 234, 169, , 20, 58, 41
2016/2/18, 261, 132, , 21, 56, 30
2016/2/19, 222, 112, , 17, 46, 26
2016/2/20, 205, 129, , 24, 62, 27
2016/2/21, 230, 99, , 18, 49, 18
2016/2/22, 187, 86, , 14, 32, 15
2016/2/23, 167, 135, , 22, 54, 29
2016/2/24, 236, 163, , 21, 61, 38
2016/2/25, 265, 147, , 20, 67, 33
2016/2/26, 243, 90, , 18, 53, 23
2016/2/27, 186, 89, , 18, 52, 25
2016/2/28, 188, 103, , 21, 56, 29
2016/2/29, 214, 79, , 20, 52, 22
2016/3/1, 173, 68, , 18, 39, 17
2016/3/2, 154, 82, , 22, 50, 24
2016/3/3, 171, 74, , 20, 50, 21
2016/3/4, 150, 55, , 6, 17, 5
2016/3/5, 97, 48, , 10, 19, 9
2016/3/6, 121, 69, , 15, 32, 13
2016/3/7, 159, 68, , 13, 22, 12
2016/3/8, 158, 99, , 17, 67, 22
2016/3/9, 202, 69, 60, 15, 28, 13
2016/3/10, 155, 66, 40, 15, 37, 15
2016/3/11, 151, 76, 24, 20, 47, 20
2016/3/12, 160, 57, 31, 14, 32, 16
2016/3/13, 128, 72, 25, 21, 51, 24
2016/3/14, 154, 81, 19, 26, 56, 27
2016/3/15, 162, 90, 20, 26, 53, 28
2016/3/16, 172, 72, 22, 17, 34, 15
2016/3/17, 120, 36, 33, 9, 17, 8
2016/3/18, 85, 82, 24, 22, 31, 18
2016/3/19, 140, 105, 21, 25, 49, 28
2016/3/20, 162, 86, 26, 19, 42, 24
2016/3/21, 139, 62, 30, 15, 25, 12
2016/3/22, 115, 64, 30, 14, 28, 13
2016/3/23, 107, 67, 29, 18, 31, 16
2016/3/24, 120, 67, 28, 12, 23, 11
2016/3/25, 93, 71, 34, 20, 31, 19
2016/3/26, 124, 107, 29, 18, 31, 17
2016/3/27, 120, 96, 30, 16, 33, 20
2016/3/28, 139, 46, 36, 7, 12, 5
2016/3/29, 78, 97, 32, 17, 24, 18
2016/3/30, 131, 132, 32, 20, 35, 25
2016/3/31, 157, 50, 28, 10, 21, 8
2016/4/1, 96, 53, 37, 6, 9, 5
2015/10/2, 79, 66, 30, 9, 12, 8
2015/10/3, 92, 150, 22, 14, 28, 13
2015/10/4, 141, 136, 24, 14, 24, 11
2015/10/5, 136, 218, 18, 15, 34, 16
2015/10/6, 158, 145, 23, 12, 21, 8
2015/10/7, 125, 30, 21, 5, 7, 4
2015/10/8, 74, 41, 23, 6, 9, 5
2015/10/9, 80, 58, 23, 7, 11, 5
2015/10/10, 80, 123, 23, 10, 23, 16
2015/10/11, 145, 205, 19, 12, 33, 18
2015/10/12, 175, 223, 14, 14, 34, 18
2015/10/13, 171, 223, 14, 13, 31, 15
2015/10/14, 161, 261, 13, 14, 36, 17
2015/10/15, 178, 200, 11, 14, 32, 13
2015/10/16, 154, 172, 23, 9, 16, 8
2015/10/17, 120, 191, 24, 9, 21, 13
2015/10/18, 137, 191, 10, 13, 29, 18
2015/10/19, 170, 185, 15, 12, 31, 23
2015/10/20, 179, 106, 12, 12, 29, 16
2015/10/21, 156, 144, 8, 14, 31, 21
2015/10/22, 176, 244, 11, 22, 45, 27
2015/10/23, 201, 208, 11, 22, 43, 22
2015/10/24, 187, 97, 16, 14, 18, 8
2015/10/25, 103, 80, 13, 13, 22, 10
2015/10/26, 132, 37, 20, 7, 13, 5
2015/10/27, 96, 51, 22, 11, 18, 9
2015/10/28, 129, 43, 22, 8, 13, 5
2015/10/29, 96, 86, 23, 16, 26, 12
2015/10/30, 138, 149, 19, 18, 39, 26
2015/10/31, 197, 193, 9, 25, 52, 30
2015/11/1, 216, 248, 3, 29, 65, 34
2015/11/2, 248, 238, 8, 24, 48, 24
2015/11/3, 204, 79, 13, 12, 27, 11
2015/11/4, 125, 71, 19, 10, 21, 10
2015/11/5, 123, 193, 8, 22, 51, 23
2015/11/6, 209, 159, 8, 22, 48, 22
2015/11/7, 189, 217, 29, 21, 48, 24
2015/11/8, 200, 199, 100, 21, 57, 31
2015/11/9, 226, 251, 4, 24, 61, 30
2015/11/10, 235, 305, 8, 24, 55, 36
2015/11/11, 256, 355, 6, 25, 67, 37
2015/11/12, 264, 313, 2, 25, 66, 36
2015/11/13, 252, 185, 9, 17, 41, 17
2015/11/14, 175, 94, 12, 13, 28, 13
2015/11/15, 159, 104, 9, 16, 37, 14
2015/11/16, 171, 91, 25, 17, 36, 18
2015/11/17, 189, 123, 5, 25, 56, 25
2015/11/18, 235, 161, 17, 29, 62, 31
2015/11/19, 276, 117, 11, 26, 52, 22
2015/11/20, 236, 147, 5, 27, 59, 26
2015/11/21, 271, 121, 5, 26, 55, 19
2015/11/22, 225, 152, 4, 28, 69, 31
2015/11/23, 276, 165, 4, 27, 68, 32
2015/11/24, 278, 121, 8, 26, 61, 24
2015/11/25, 239, 133, 6, 27, 64, 27
2015/11/26, 251, 185, 3, 36, 78, 40
2015/11/27, 308, 163, 2, 32, 79, 39
2015/11/28, 283, 89, 5, 26, 58, 18
2015/11/29, 191, 107, 8, 25, 58, 23
2015/11/30, 216, 125, 4, 31, 68, 32
2015/12/1, 243, 52, 15, 11, 37, 9
2015/12/2, 125, 53, 13, 12, 33, 9
2015/12/3, 135, 101, 9, 18, 42, 18
2015/12/4, 194, 245, 6, 24, 64, 55
2015/12/5, 349, 242, 4, 29, 74, 53
2015/12/6, 339, 202, 3, 31, 70, 44
2015/12/7, 318, 143, 4, 28, 62, 31
2015/12/8, 255, 104, 5, 25, 52, 23
2015/12/9, 209, 181, 4, 31, 65, 36
2015/12/10, 299, 133, 5, 25, 62, 28
2015/12/11, 243, 123, 10, 25, 49, 24
2015/12/12, 225, 201, 2, 30, 68, 44
2015/12/13, 308, 82, 8, 20, 38, 15
2015/12/14, 180, 65, 12, 15, 22, 9
2015/12/15, 157, 104, 14, 16, 33, 18
2015/12/16, 192, 243, 2, 31, 72, 53
2015/12/17, 374, 273, 1, 33, , 59
2015/12/18, 390, 256, 2, 34, , 56
2015/12/19, 369, 294, 1, 36, , 64
2015/12/20, 398, 239, 1, 33, , 52
2015/12/21, 361, 181, 9, 28, 58, 37
2015/12/22, 290, 86, 12, 22, 38, 15
2015/12/23, 180, 123, 6, 25, 50, 24
2015/12/24, 243, 175, 3, 27, 71, 35
2015/12/25, 299, 288, 2, 39, 90, 59
2015/12/26, 405, 206, 2, 31, 77, 48
2015/12/27, 341, 179, 2, 27, 74, 39
2015/12/28, 311, 192, 2, 29, 79, 44
2015/12/29, 311, 169, 4, 25, 66, 34
2015/12/30, 275, 114, 4, 24, 57, 25
2015/12/31, 227, , , , , 
2016/1/4, 207, 77, 9, 16, 18, 11
2015/7/2, 89, 75, 32, 15, 4, 4
2015/7/3, 83, 95, 42, 13, 3, 3
2015/7/4, 84, 62, 35, 9, 2, 3
2015/7/5, 59, 48, 35, 14, 3, 4
2015/7/6, 57, 53, 40, 12, 3, 3
2015/7/7, 50, 110, 35, 14, 4, 4
2015/7/8, 85, 32, 42, 6, 1, 2
2015/7/9, 37, 104, 40, 15, 5, 3
2015/7/10, 84, 75, 45, 12, 4, 3
2015/7/11, 62, 87, 48, 15, 8, 3
2015/7/12, 68, 98, 68, 10, 3, 3
2015/7/13, 95, 29, 41, 7, 1, 2
2015/7/14, 38, 55, 35, 10, 3, 3
2015/7/15, 68, 54, 37, 11, 2, 3
2015/7/16, 79, 36, 38, 17, 1, 5
2015/7/17, 65, 39, 39, 14, 2, 4
2015/7/18, 68, 41, 34, 16, 1, 6
2015/7/19, 86, 47, 38, 12, 1, 5
2015/7/20, 81, 55, 34, 16, 1, 6
2015/7/21, 89, 63, 35, 12, 2, 4
2015/7/22, 101, 88, 41, 12, 3, 4
2015/7/23, 107, 107, 47, 14, 6, 4
2015/7/24, 121, 112, 43, 16, 3, 5
2015/7/25, 112, 58, 37, 11, 2, 4
2015/7/26, 85, 57, 42, 13, 9, 3
2015/7/27, 65, 34, 44, 9, 3, 3
2015/7/28, 40, 51, 28, 18, 4, 5
2015/7/29, 67, 50, 31, 13, 3, 4
2015/7/30, 66, 73, 33, 15, 4, 5
2015/7/31, 82, 37, 40, 11, 3, 3
2015/8/1, 52, 18, 40, 6, 1, 2
2015/8/2, 41, 28, 32, 3, 1, 2
2015/8/3, 41, 82, 32, 12, 5, 5
2015/8/4, 94, 57, 28, 13, 3, 4
2015/8/5, 70, 46, 30, 12, 3, 4
2015/8/6, 64, 68, 31, 12, 3, 4
2015/8/7, 70, 86, 33, 12, 5, 4
2015/8/8, 73, 96, 38, 13, 4, 3
2015/8/9, 73, 106, 28, 14, 3, 4
2015/8/10, 78, 102, 34, 12, 5, 3
2015/8/11, 75, 100, 40, 13, 6, 4
2015/8/12, 105, 67, 36, 13, 4, 3
2015/8/13, 81, 37, 39, 5, 1, 4
2015/8/14, 94, 95, 35, 14, 5, 6
2015/8/15, 134, 72, 34, 14, 3, 4
2015/8/16, 73, 88, 41, 7, 2, 2
2015/8/17, 69, 41, 38, 10, 3, 3
2015/8/18, 41, 43, 26, 8, 2, 3
2015/8/19, 47, 41, 22, 9, 2, 4
2015/8/20, 73, 62, 28, 12, , 5
2015/8/21, 102, 64, 31, 12, 3, 4
2015/8/22, 77, 68, 13, 12, 2, 4
2015/8/23, 83, 90, 33, 16, 6, 4
2015/8/24, 71, 97, 32, 14, 3, 4
2015/8/25, 74, 89, 36, 14, 5, 4
2015/8/26, 62, 101, 34, 14, 6, 4
2015/8/27, 74, 98, 37, 15, 5, 4
2015/8/28, 82, 129, 31, 14, 3, 4
2015/8/29, 102, 68, 31, 11, 2, 4
2015/8/30, 91, 89, 36, 12, 4, 4
2015/8/31, 81, 99, 35, 14, 6, 4
2015/9/1, 86, 66, 22, 7, 2, 3
2015/9/2, 75, 75, 30, 9, 7, 4
2015/9/3, 82, 54, 27, 11, 5, 4
2015/9/4, 64, 46, 28, 11, 3, 4
2015/9/5, 52, 49, 28, 11, 6, 4
2015/9/6, 72, 72, 27, 12, 11, 5
2015/9/7, 77, 25, 29, 8, 2, 2
2015/9/8, 35, 41, 25, 7, 2, 3
